ID,CPR,Phone,Name,Hits,Status,"Is Winner","IP Address","Created At","Updated At"
75,892549261,32931483,"العنود صالح القحطاني",99,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
76,932025464,38413116,"محمد سلطان الحربي",79,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
77,314741006,33742777,"بدر سلمان الذوادي",46,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
78,093136764,31246671,"فهد نورة الكواري",146,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
79,397333568,30211573,"فهد خالد آل ثاني",22,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
80,169166854,39566339,"سلمان يوسف المطيري",78,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
81,622571054,34061234,"ياسر تركي الذوادي",130,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
82,313413062,32123442,"فاطمة بدر القحطاني",69,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
83,184105802,37088382,"يوسف عبدالرحمن العتيبي",125,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
84,758369450,39684373,"سلطان محمد الصباح",50,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
85,545969063,39306501,"أحمد لطيفة العتيبي",40,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
86,588928147,33929493,"فاطمة يوسف البوديري",69,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
87,304490662,38028839,"فاطمة محمد العجمي",35,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
88,030416925,33483518,"فهد إبراهيم المطيري",74,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
89,311796341,32378967,"إبراهيم ياسر العجمي",27,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
90,527724531,33887397,"خالد العنود القحطاني",15,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
91,486259007,39156833,"سعد عائشة السبيعي",93,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
92,006812844,38697159,"عائشة ناصر الدوسري",122,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
93,610498502,33482362,"أحمد بدر الغامدي",57,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
94,299339053,30293458,"ياسر تركي الكواري",6,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
95,585061072,36600844,"ياسر صالح الكواري",42,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
96,584774789,33917327,"يوسف بدر الجودر",119,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
97,228024830,31653362,"فاطمة محمد المناعي",90,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
98,895598613,31450404,"عائشة حمد الدوسري",39,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
99,103113131,32898260,"لطيفة مريم القحطاني",80,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
100,096172497,36494729,"مشعل تركي القحطاني",79,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
101,008710812,39769115,"سلطان فهد الصباح",55,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
102,762820741,38067557,"فهد نورة آل ثاني",11,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
103,664271479,33228429,"جواهر حمد الجودر",54,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
104,353118328,38918415,"سارة ناصر الجودر",61,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
105,237335090,31291327,"سعد أحمد آل سعود",5,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
106,089292322,33238658,"ناصر فاطمة الجودر",13,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
107,968038082,35453840,"سارة صالح الصباح",116,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
108,810102500,31421275,"صالح سلمان الذوادي",36,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
109,458781037,34600539,"ياسر مريم العجمي",26,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
110,052554009,39345282,"حصة فاطمة البوديري",87,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
111,077877509,31597529,"ياسر حمد الصباح",11,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
112,015775037,39752142,"سلطان ياسر البوديري",56,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
113,780034551,36966017,"ناصر جواهر العتيبي",47,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
114,688091412,37782247,"أحمد صالح آل سعود",19,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
115,211141743,37040254,"مريم سعد بوجيري",7,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
116,940384015,36784687,"علي سعد الشمري",77,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
117,742517238,31780101,"تركي سلطان الخليفة",2,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
118,646974168,36923598,"ياسر مشعل الخليفة",110,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
119,007122311,34153807,"أحمد سلمان الدوسري",66,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
120,121278196,35790418,"عائشة فاطمة العتيبي",12,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
121,188814553,32273711,"صالح سعد آل ثاني",30,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
122,005943310,30498497,"سارة عبدالله السبيعي",105,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
123,626657203,37808622,"ريم ياسر القحطاني",108,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
124,755509901,33426798,"ناصر ناصر الحربي",145,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
125,494810865,34463364,"بدر خالد آل ثاني",82,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
126,006045061,34976087,"مشعل نورة الكواري",45,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
127,811580394,35613665,"ناصر فهد الكواري",35,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
128,865814363,32811467,"جواهر عبدالرحمن القحطاني",13,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
129,689238229,36279894,"مشعل عبدالله الجودر",36,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
130,115272796,36962750,"فاطمة إبراهيم الذوادي",35,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
131,562458397,38799069,"فهد محمد الذوادي",146,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
132,759450695,37085903,"لطيفة أحمد بوجيري",68,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
133,934806572,39237907,"نورة فهد المطيري",108,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
134,038750195,33236344,"سارة ياسر المطيري",109,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
135,549448180,38265863,"فاطمة لطيفة الحربي",66,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
136,986516330,35336607,"عبدالله عبدالرحمن العتيبي",134,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
137,135902614,39026444,"عبدالرحمن جاسم الكواري",119,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
138,713098493,35324244,"سلطان إبراهيم الجودر",46,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
139,068231222,38902085,"أحمد ياسر آل ثاني",94,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
140,554811538,36474771,"إبراهيم سعد الخليفة",5,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
141,810647296,35372299,"عبدالرحمن إبراهيم السبيعي",70,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
142,754218172,36280964,"سلطان خالد العتيبي",28,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
143,606337432,38490548,"محمد جاسم الجودر",120,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
144,128599379,39565330,"جاسم ياسر الذوادي",60,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
145,675227991,31975993,"خالد أحمد البوديري",114,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
146,570388902,33743434,"مشعل علي بوجيري",14,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
147,308387753,37442024,"جواهر مريم الجودر",82,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
148,791305408,31206729,"لطيفة يوسف الخليفة",28,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
149,660640386,33897492,"نورة أحمد الخليفة",8,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
150,047380799,32432347,"بدر محمد السبيعي",107,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
151,472837905,33088234,"نورة عبدالله بوجيري",100,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
152,888084520,34152686,"ياسر يوسف الكواري",57,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
153,839687801,38757445,"مشعل فاطمة الحربي",78,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
154,897406211,33013126,"سارة أحمد السبيعي",95,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
155,143808168,37244644,"سلمان سارة الصباح",98,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
156,474843085,31063353,"إبراهيم جواهر البوديري",141,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
157,234304159,33121658,"ريم عبدالله العجمي",117,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
158,642867046,34023485,"نورة عبدالله آل نهيان",45,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
159,272274938,38500641,"خالد عائشة السبيعي",45,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
160,000022110,31655455,"سعد لطيفة الذوادي",96,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
161,100683954,38974442,"يوسف لطيفة السبيعي",85,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
162,812616959,36952015,"فهد يوسف العتيبي",49,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
163,189196872,34766932,"ناصر ريم العتيبي",28,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
164,953919245,37328976,"إبراهيم أحمد الغامدي",140,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
165,554358766,30816147,"عبدالله جواهر آل سعود",20,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
166,834233622,33714263,"أحمد عائشة المطيري",33,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
167,108959264,32736189,"علي خالد القحطاني",131,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
168,716913816,39478290,"أحمد سعد المناعي",71,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
169,472792437,37624567,"سلطان سلطان الدوسري",111,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
170,312900062,30604037,"عائشة يوسف المناعي",111,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
171,193376720,36431343,"سارة عائشة البوديري",17,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
172,125014572,38962730,"ريم إبراهيم الدوسري",121,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
173,487326534,38056554,"فهد نورة العجمي",84,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
174,273162219,34039814,"سارة إبراهيم السبيعي",138,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
175,709621550,32586942,"مشعل نورة الغامدي",148,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
176,749868320,34296324,"تركي ياسر القحطاني",143,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
177,539637814,38201702,"أحمد مريم بوجيري",7,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
178,718252538,32307265,"عبدالله ناصر بوجيري",142,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
179,483856892,36617682,"أحمد علي المناعي",65,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
180,501524234,32500272,"عبدالله سارة الدوسري",124,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
181,902455839,30907863,"سارة جاسم القحطاني",136,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
182,660654504,39058291,"جواهر لطيفة المناعي",18,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
183,472330880,34791949,"أحمد تركي الدوسري",141,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
184,355733416,35851038,"محمد بدر المطيري",30,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
185,792959089,38763042,"خالد عبدالرحمن آل نهيان",3,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
186,946570548,32793834,"عائشة ريم آل نهيان",148,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
187,536967427,37093270,"عبدالرحمن بدر الشمري",131,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
188,695761362,39966810,"محمد صالح الحربي",87,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
189,353310665,30605023,"مشعل عائشة الذوادي",49,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
190,248956670,34021250,"فاطمة علي آل سعود",77,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
191,130672011,34974258,"علي إبراهيم العتيبي",18,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
192,352505198,31489542,"صالح خالد العتيبي",41,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
193,114764645,34686528,"مشعل ريم آل نهيان",64,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
194,341950906,32002607,"علي مريم بوجيري",86,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
195,685863636,37233717,"تركي سعد المناعي",78,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
196,498175293,36345868,"سارة ياسر الشمري",37,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
197,309686049,39402283,"سلطان فهد الشمري",132,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
198,321080584,32561626,"أحمد لطيفة المناعي",10,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
199,551094827,39079862,"ناصر نورة العتيبي",16,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
200,716378965,31028236,"ريم يوسف بوجيري",17,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
201,746429487,34028858,"نورة خالد الصباح",108,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
202,837803964,31827182,"جاسم فاطمة المناعي",115,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
203,039590545,32609238,"حمد عبدالله الجودر",56,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
204,210180362,34223789,"جاسم إبراهيم آل سعود",136,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
205,394289006,35430456,"سعد سلطان آل ثاني",96,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
206,042341605,30882518,"العنود سلمان المناعي",33,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
207,141144948,34879237,"فهد عائشة الحربي",44,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
208,138228749,34252398,"عبدالرحمن ياسر الدوسري",90,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
209,236083959,38018350,"تركي فهد المناعي",139,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
210,593090758,36863437,"مشعل عبدالرحمن المطيري",20,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
211,843314952,36125051,"أحمد لطيفة الحربي",125,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
212,292912787,31888384,"بدر سلمان الكواري",34,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
213,569855192,35615816,"علي أحمد آل سعود",3,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
214,701942867,36357638,"عبدالرحمن عائشة بوجيري",129,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
215,378227839,30741918,"صالح تركي الحربي",122,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
216,056092284,32718600,"حصة عبدالرحمن العجمي",117,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
217,967637630,36182572,"صالح مريم الشمري",75,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
218,735906706,34737610,"يوسف سعد الذوادي",49,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
219,236296362,38173872,"عائشة فهد الدوسري",63,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
220,588770138,32705403,"خالد مشعل الصباح",33,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
221,863527148,35283754,"صالح فهد الصباح",37,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
222,208032572,36334789,"نورة تركي العتيبي",112,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
223,131812521,34232063,"عائشة نورة الدوسري",144,inactive,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
224,578846976,34645721,"جواهر فاطمة الشمري",37,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
225,255654056,35022790,"نورة فهد آل نهيان",58,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
226,689558851,30294750,"جاسم مريم الغامدي",32,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
227,546401106,33863312,"جواهر عبدالرحمن آل نهيان",79,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
228,591925644,38239248,"سارة لطيفة البوديري",41,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
229,906235540,34211409,"مريم لطيفة الذوادي",24,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
230,677535982,39523194,"ياسر سعد آل ثاني",60,active,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
231,159875359,35287071,"سعد ناصر الدوسري",42,blocked,No,,"2026-04-28 16:41:03","2026-04-28 16:41:03"
